,airport_ident,length_ft,le_ident,surface,lighted,closed
24094,KWWD,4998.0,1,ASP,1,0
24095,KWWD,4998.0,10,ASP,1,0
24096,KWWR,2501.0,5,ASP,1,0
24097,KWWR,5500.0,12,PER,0,1
24098,KWWR,5502.0,17,CON,1,0
24099,KWYS,8399.0,1,ASP,1,0
24100,KX04,3165.0,15,COP,1,0
24101,KX05,3700.0,18,ASP,1,0
24102,KX06,3700.0,5,ASP,1,0
24103,KX06,2780.0,13,GRS,0,0
24104,KX07,3999.0,6,ASP,1,0
24105,KX07,3999.0,17,ASP,0,0
24106,KX10,3750.0,9,ASP,0,0
24107,KX13,4000.0,5,ASP,1,0
24108,KX14,5254.0,14,ASP,1,0
24109,KX21,1805.0,04U,TURF-G,0,0
24110,KX21,3000.0,15,ASP,1,0
24111,KX26,4024.0,4,ASP,1,0
24112,KX26,3200.0,8,ASP,0,0
24113,KX26,4000.0,13,ASP,0,1
24114,KX26,4000.0,18,ASP,0,1
24115,KX35,4941.0,5,ASP,1,0
24116,KX35,4702.0,9,ASP,1,0
24117,KX39,3541.0,14,ASP,1,0
24118,KX40,5001.0,1,ASP,1,0
24119,KX43,3760.0,2,GVL,0,0
24120,KX43,3250.0,17,ASP,1,0
24121,KX49,3115.0,14,GRS,0,0
24122,KX50,3845.0,18,ASP,1,0
24123,KX51,3000.0,9,ASP,1,0
24124,KX51,1000.0,09G,TURF-G,1,0
24125,KX51,4000.0,18,ASPH-G,1,0
24126,KX54,3013.0,4,ASPH-F,0,0
24127,KX54,2700.0,17,GRS,0,0
24128,KX58,6300.0,13,GRS,0,0
24129,KX59,4000.0,9,ASP,0,0
24130,KX59,4000.0,14,ASP,0,0
24131,KX60,6390.0,5,ASP,1,0
24132,KX60,4330.0,14,ASP,0,0
24133,KXA,2000.0,N,WATER,0,0
24134,KXBP,4004.0,17,ASP,1,0
24135,KXFL,5000.0,2,ASP,0,1
24136,KXFL,5000.0,6,ASP,1,0
24137,KXFL,4999.0,11,ASP,1,0
24138,KXFL,5000.0,16,ASP,0,1
24139,KXFL,3000.0,18W,WATER,0,0
24140,KXLL,3950.0,7,ASP,1,0
24141,KXLL,3159.0,15,ASP,1,0
24142,KXMR,10000.0,13,ASP,1,0
24143,KXNA,8800.0,16,CON,1,0
24144,KXNI,6000.0,6,ASP,0,0
24145,KXNO,3500.0,5,ASP,0,0
24146,KXNO,10000.0,6,ASP,1,0
24147,KXSA,4300.0,10,ASPH-E,0,0
24148,KXTA,5420.0,12,UNK,0,0
24149,KXTA,12000.0,14,UNK,0,0
24150,KXVG,3781.0,13,ASP,1,0
24151,KY03,1875.0,1,GRS,0,0
24152,KY03,3500.0,15,ASP,1,0
24153,KY14,3650.0,16,ASP,1,0
24154,KY19,2900.0,4,GRS,1,0
24155,KY19,4400.0,13,ASP,1,0
24156,KY23,1100.0,7,GRS,0,0
24157,KY23,3400.0,17,ASP,1,0
24158,KY27,3700.0,14,ASP,0,0
24159,KY31,5000.0,9,ASP,1,0
24160,KY37,2500.0,3,GRS,0,0
24161,KY37,3100.0,12,ASP,1,0
24162,KY43,2825.0,5,GRS,1,0
24163,KY47,3128.0,8,ASPH-F,1,0
24164,KY50,1190.0,5,ASP,0,0
24165,KY50,2280.0,8,GRS,0,0
24166,KY50,3300.0,13,ASP,1,0
24167,KY51,2555.0,2,GRS,1,0
24168,KY51,3346.0,11,ASP,1,0
24169,KY55,2730.0,1,GRS,0,0
24170,KY55,3100.0,11,ASP,1,0
24171,KY65,3006.0,10,ASP,1,0
24172,KY70,4300.0,9,ASP,1,0
24173,KY70,4290.0,18,GRS,0,0
24174,KY72,3900.0,7,ASP,1,0
24175,KY72,2210.0,18,GRS,0,1
24176,KY74,3200.0,12,ASP,1,0
24177,KY74,1350.0,17,GRS,0,0
24178,KY8,4000.0,5,Asphalt,0,0
24179,KY83,3105.0,9,ASP,1,0
24180,KY83,2300.0,18,GRS,0,0
24181,KY89,3500.0,10,ASP,1,0
24182,KY93,3000.0,5,ASP,1,0
24183,KY93,3223.0,13,TURF-F,1,0
24184,KY94,3250.0,9,ASP,1,0
24185,KY94,1800.0,18,GRE,0,1
24186,KY95,3400.0,4,ASP,1,0
24187,KY95,2850.0,18,GRE,0,0
24188,KYIP,6655.0,05L,ASP,1,0
24189,KYIP,7526.0,05R,ASP,1,0
24190,KYIP,7294.0,09L,ASP,1,0
24191,KYIP,6511.0,09R,ASP,1,0
24192,KYIP,6914.0,14,ASP,1,0
24193,KYKM,3835.0,4,ASP,1,0
24194,KYKM,7603.0,9,ASP,1,0
24195,KYKN,3380.0,1,ASP,1,0
24196,KYKN,6095.0,13,CON,1,0
24197,KYNG,5002.0,5,ASP,1,0
24198,KYNG,9003.0,14,ASP,1,0
24199,KYNG,3500.0,143,ASPH-F,0,0
24200,KZ-0008,8530.0,4,CON,0,0
24201,KZ-0067,10500.0,5,asphalt,1,0
24202,KZ01,5000.0,18,ASP,0,0
24203,KZ10,3500.0,16,ASP,0,0
24204,KZ19,450.0,14,CON,0,0
24205,KZ27,100.0,H1,CON,0,0
24206,KZ98,3800.0,2,ASP,1,0
24207,KZEF,4003.0,7,ASP,1,0
24208,KZER,2270.0,4,GRS,0,0
24209,KZER,4594.0,11,ASP,1,0
24210,KZF,1476.0,16,Grassed red clay gravel,0,0
24211,KZPH,5001.0,4,ASP,1,0
24212,KZPH,5072.0,18,ASP,1,0
24213,KZR,9842.0,12,Concrete,1,0
24214,KZUN,4807.0,6,ASP,1,0
24215,KZZV,5000.0,4,PEM,1,0
24216,KZZV,4999.0,16,PEM,1,0
24217,L11,15000.0,ALL,WATER,0,0
24218,L18,2160.0,18,ASPH-G,0,0
24219,L20,3850.0,1,GRAVEL-P,0,0
24220,L25,2900.0,1,DIRT-G,0,0
24221,L36,2625.0,17,ASPH-G,0,0
24222,L37,5100.0,5,GRVL,0,0
24223,L44,2053.0,9,TURF-G,0,0
24224,L44,2400.0,18,TURF,0,0
24225,L52,2325.0,11,ASPH-F,0,0
24226,L53,1875.0,7,ASPH-G,0,0
24227,L54,2500.0,11,ASPH-P,0,0
24228,L61,2380.0,15,ASPH-F,0,0
24229,L78,2508.0,7,GRVL-G,0,0
24230,L80,2493.0,6,ASPH-P,0,1
24231,L80,2355.0,12,ASPH-DIRT-P,0,1
24232,L85,3000.0,N,WATER-E,0,0
24233,L87,40.0,H1,CONC,0,0
24234,L89,2640.0,9,TURF-G,0,0
24235,L90,2475.0,9,DIRT-G,0,0
24236,L90,4210.0,13,DIRT-G,0,0
24237,L92,5000.0,14,DIRT-F,0,0
24238,L92,2500.0,15,DIRT-F,0,0
24239,L93,4000.0,E,WATER-E,0,0
24240,L93,2000.0,N,WATER,0,0
24241,L95,1267.0,3,WATER-E,0,0
24242,L95,1457.0,5,WATER,0,0
24243,LA00,50.0,H1,CONC,0,0
24244,LA01,1800.0,18,ASPH-P,0,0
24245,LA02,40.0,H1,CONC,0,0
24246,LA03,45.0,H1,PIERCED STEEL PLANKING / LANDING MATS / MEMBRANES,0,0
24247,LA04,2650.0,11,ASPH-F,0,0
24248,LA05,20.0,H1,GRASS / SOD,0,0
24249,LA06,40.0,H1,CONC,0,0
24250,LA07,300.0,17,TURF-G,0,0
24251,LA08,1400.0,H1,ASPH/ CONC,0,0
24252,LA09,500.0,H1,CONC,0,0
24253,LA10,30.0,H1,CONC,0,0
24254,LA12,50.0,H1,CONC,0,0
24255,LA13,3273.0,9,TURF,0,0
24256,LA14,75.0,H1,CONC,0,0
24257,LA15,2600.0,16,TURF,0,0
24258,LA16,2817.0,5,TURF,0,0
24259,LA17,1400.0,7,TURF,0,0
24260,LA18,50.0,H1,CONC,0,0
24261,LA19,50.0,H1,ASPH/ CONC,0,0
24262,LA20,40.0,H1,CONC,0,0
24263,LA21,4000.0,15,TURF-F,0,0
24264,LA22,48.0,H1,CONC,0,0
24265,LA23,40.0,H1,CONC,0,0
24266,LA24,50.0,H1,CONC,0,0
24267,LA25,3000.0,18,ASPH-P,0,0
24268,LA26,2375.0,1,TURF-G,0,0
24269,LA27,20.0,H1,CONC,0,0
24270,LA27,20.0,H2,CONC,0,0
24271,LA27,20.0,H3,CONC,0,0
24272,LA27,40.0,H4,CONC,0,0
24273,LA28,35.0,H1,CONC,0,0
24274,LA29,45.0,H1,GRASS / SOD,0,0
24275,LA30,500.0,9,GRE,0,0
24276,LA30,500.0,18,GRE,0,0
24277,LA31,2815.0,N,TURF,0,0
24278,LA32,3000.0,9,CON,0,0
24279,LA33,2000.0,9,TURF,0,0
24280,LA34,1500.0,18,TURF,0,0
24281,LA36,1000.0,4,TURF,0,0
24282,LA37,40.0,H1,CONC,0,0
24283,LA38,2000.0,18,WATER,0,0
24284,LA39,35.0,H1,CONC,0,0
24285,LA40,2900.0,12,TURF,0,0
24286,LA40,3300.0,18,ASP,0,0
24287,LA40,3300.0,N,TURF,0,0
24288,LA41,2900.0,12,TURF,0,0
24289,LA42,3100.0,18,ASP,0,0
24290,LA43,100.0,H1,GRASS / SOD,0,0
24291,LA44,100.0,H1,CONC,0,0
24292,LA45,50.0,H1,CONC,0,0
24293,LA46,3500.0,5,TURF,0,0
24294,LA47,40.0,H1,CONC,0,0
24295,LA48,2800.0,9,TURF,0,0
24296,LA49,60.0,H1,CONC,0,0
24297,LA51,1500.0,N,TURF,0,0
24298,LA53,3000.0,2,TURF,0,0
24299,LA54,3100.0,8,TURF,0,0
24300,LA55,50.0,H1,CONC,0,0
24301,LA56,2000.0,18,TURF,0,0
24302,LA57,2200.0,18,TURF,0,0
24303,LA58,2500.0,13,TURF,0,0
24304,LA59,50.0,H1,CONC,0,0
24305,LA60,5000.0,9,TURF,0,0
24306,LA61,1957.0,18,TURF,0,0
24307,LA62,40.0,H1,CONC,0,0
24308,LA63,1500.0,6,TURF,0,0
24309,LA64,10000.0,18W,WATER,0,0
24310,LA65,40.0,H1,CONC,0,0
24311,LA66,24.0,H1,CONC,0,0
24312,LA67,2800.0,N,TURF,0,0
24313,LA68,2350.0,8,TURF,0,0
24314,LA69,1500.0,H1,CONC,0,0
24315,LA71,3800.0,3,TURF,0,0
24316,LA72,40.0,H1,CONC,0,0
24317,LA73,1500.0,15,TURF,0,0
24318,LA74,30.0,H1,GRAVEL,0,0
24319,LA75,1500.0,9,TURF,0,0
24320,LA76,4700.0,5,TURF,0,0
24321,LA77,3400.0,17,TURF,0,0
24322,LA78,250.0,H1,CONC,0,0
24323,LA79,2400.0,18,TURF,0,0
24324,LA80,50.0,H1,CONC,0,0
24325,LA81,5100.0,18,ASPH-TURF,0,0
24326,LA82,60.0,H1,CONC,0,0
24327,LA83,2100.0,N,TURF,0,0
24328,LA84,55.0,H1,CONC,0,0
24329,LA85,30.0,H1,GRAVEL,0,0
24330,LA86,20.0,H1,CONC,0,0
24331,LA87,3400.0,18,TURF,0,0
24332,LA90,2400.0,8,TURF,0,0
24333,LA91,2700.0,5,TURF,0,0
24334,LA93,54.0,H1,CONC,0,0
24335,LA95,50.0,H1,CONC,0,0
24336,LA96,40.0,H1,CONC,0,0
24337,LA97,60.0,H1,CONC,0,0
24338,LA98,5000.0,07W,WATER,0,0
24339,LA99,50.0,H1,CONC,0,0
24340,LAC,4480.0,6,,0,0
24341,LAGJ,9186.0,16,CON,1,0
24342,LAGJ,7223.0,17,CON,0,1
24343,LAKO,7475.0,1,GRS,0,0
24344,LAKU,5906.0,1,paved,1,0
24345,LAKV,9318.0,14,CON,1,0
24346,LATI,9022.0,17,ASP,1,0
24347,LAVL,2813.0,16,GRE,0,0
24348,LB11,1455.0,11,CON,0,0
24349,LB13,8187.0,11,ASP,0,0
24350,LB18,8200.0,16,ASP,0,0
24351,LB19,8200.0,8,ASP,0,0
24352,LB22,8380.0,7,ASP,0,0
24353,LB27,3950.0,11,GRE,0,0
24354,LB29,1446.0,5,ASP,0,0
24355,LB30,1691.0,11,GRE,0,0
24356,LB31,2192.0,12,GRE,0,0
24357,LB32,1440.0,10,ASP,0,0
24358,LB33,1600.0,11,GRE,0,0
24359,LB34,1420.0,17,ASP,0,0
24360,LB35,1450.0,17,GRE,0,0
24361,LB36,1400.0,12,ASP,0,0
24362,LB37,4748.0,2,ASP,0,0
24363,LB38,6710.0,3,ASP,0,0
24364,LB39,1213.0,10,ASP,0,0
24365,LB42,8200.0,9,CON,0,0
24366,LB43,8200.0,15,CON,1,0
24367,LB45,7523.0,5,ASP,0,0
24368,LBBG,10499.0,4,CON,1,0
24369,LBGO,8038.0,9,CON,1,0
24370,LBHS,7230.0,11,CON,0,0
24371,LBHT,1969.0,13,concrete,0,0
24372,LBMG,8275.0,11,CON,0,0
24373,LBPD,8202.0,12,CON,1,0
24374,LBPG,9815.0,8,ASP,0,0
24375,LBPL,7173.0,10L,GRE,0,0
24376,LBPL,7173.0,10R,PEM,0,0
24377,LBPS,8345.0,10,CON,0,0
24378,LBRS,8210.0,5,CON,0,0
24379,LBRS,5784.0,05L,GRE,0,0
24380,LBSD,7225.0,9,CON,0,0
24381,LBSF,11811.0,9,ASP,1,0
24382,LBSL,8155.0,9,ASP,0,0
24383,LBSZ,8200.0,17,ASP,0,0
24384,LBTG,7260.0,11,ASP,0,0
24385,LBVD,6888.0,9,CON,0,0
24386,LBWB,8095.0,16,CON,0,0
24387,LBWN,8202.0,9,CON,1,0
24388,LCEN,9039.0,11,concrete,1,0
24389,LCEN,906.0,16,,0,1
24390,LCLK,9776.0,4,ASP,1,0
24391,LCP,5249.0,9,ASP,0,0
24392,LCPH,8858.0,11,ASP,1,0
24393,LCRA,9002.0,10,ASP,1,0
24394,LD57,3385.0,2,ASP,0,0
24395,LDDP,3937.0,1,ASP,0,0
24396,LDDU,10827.0,12,ASP,1,0
24397,LDLO,2953.0,2,Asphalt,0,0
24398,LDOB,2953.0,14,UNK,0,0
24399,LDOC,3937.0,10,ASP,1,0
24400,LDOC,,10L,UNK,0,0
24401,LDOC,3615.0,10R,GRE,0,0
24402,LDOS,8199.0,11,ASP,1,0
24403,LDOV,2651.0,4,UNK,0,0
24404,LDPL,9678.0,9,ASP,1,0
24405,LDPN,2789.0,5,grass,0,0
24406,LDPV,,1,,0,0
24407,LDRG,5293.0,7,ASP,0,0
24408,LDRG,6106.0,9,ASP,0,0
24409,LDRI,8164.0,14,PEM,1,0
24410,LDSB,4724.0,4,ASP,1,0
24411,LDSH,2454.0,10,GRE,0,0
24412,LDSJ,2625.0,11,Water,0,0
24413,LDSP,8366.0,5,ASP,1,0
24414,LDSS,3609.0,8,UNK,0,0
24415,LDVA,5676.0,16,ASP,0,0
24416,LDVC,3609.0,3,UNK,0,0
24417,LDZA,10669.0,5,ASP,1,0
24418,LDZD,6561.0,4,ASP,1,0
24419,LDZD,8202.0,14,ASP,1,0
24420,LDZE,2083.0,4,Grass,0,0
24421,LDZU,9022.0,13,CON,0,0
24422,LE83,3287.0,17,ASP,0,0
24423,LE84,3695.0,9,ASP,0,0
24424,LE85,6004.0,18,CON,0,0
24425,LEAB,8858.0,9,ASP,1,0
24426,LEAL,9842.0,10,ASP,1,0
24427,LEAM,10499.0,8,ASP,1,0
24428,LEAS,7218.0,11,ASP,1,0
24429,LEBA,4527.0,3,ASP,1,0
24430,LEBB,6562.0,10,ASP,1,0
24431,LEBB,8530.0,12,ASP,1,0
24432,LEBE,4757.0,9,ASP,0,0
24433,LEBE,2460.0,15,ASP,0,0
24434,LEBG,6890.0,4,ASP,0,0
24435,LEBG,4393.0,6,ASP,1,0
24436,LEBL,8333.0,2,ASP,1,0
24437,LEBL,11654.0,07L,ASP,1,0
24438,LEBL,8727.0,07R,ASP,1,0
24439,LEBZ,9350.0,13,ASP,1,0
24440,LECA,,4,,0,0
24441,LECA,,18,,0,0
24442,LECD,3773.0,7,ASP,0,0
24443,LECF,2657.0,13,,0,0
24444,LECI,2805.0,9,Asfalt,0,0
24445,LECN,3117.0,18,UNK,0,0
24446,LECO,6358.0,3,ASP,1,0
24447,LECU,4921.0,9,ASP,1,0
24448,LECU,2698.0,09L,GRE,0,0
24449,LEDA,8202.0,13,hard,0,0
24450,LEFM,3281.0,16,ASP,0,0
24451,LEGA,4265.0,18,ASP,0,0
24452,LEGE,7874.0,2,ASP,1,0
24453,LEGR,9514.0,9,ASP,1,0
24454,LEGT,8136.0,5,ASP,1,0
24455,LEGT,3018.0,05R,GRE,0,0
24456,LEIB,9186.0,6,ASP,1,0
24457,LEIG,2300.0,17,Asfalt,0,0
24458,LEIZ,5015.0,10,ASP,0,0
24459,LEJR,7546.0,2,ASP,1,0
24460,LELA,4830.0,7,ASP,0,0
24461,LELC,5174.0,05L,ASPH,0,0
24462,LELC,7612.0,05R,ASPH,1,0
24463,LELC,2625.0,14,GRS,0,1
24464,LELL,2953.0,13,Asphalt,0,0
24465,LELN,6890.0,5,ASP,1,0
24466,LELN,3609.0,6,GRE,0,0
24467,LELO,6562.0,11,CON,0,0
24468,LELT,2650.0,12,ASPHALT,0,0
24469,LEMD,11483.0,14L,ASP,1,0
24470,LEMD,13084.0,14R,ASP,1,0
24471,LEMD,11483.0,18L,ASP,1,0
24472,LEMD,13711.0,18R,ASP,1,0
24473,LEMG,9022.0,12,Asphalt,0,0
24474,LEMG,10500.0,13,ASP,1,0
24475,LEMH,7710.0,01L,ASP,1,0
24476,LEMH,6890.0,01R,ASP,1,0
24477,LEMO,11801.0,2,ASP,1,0
24478,LEMP,2789.0,15,Compacted Earth,0,0
24479,LEMR,3281.0,10,ASP,0,0
24480,LEMT,3000.0,8,ASP,0,0
24481,LEMU,2953.0,12,asfalt,0,0
24482,LENA,2578.0,10,Asfalt,0,0
24483,LEOC,4134.0,11,ASP,0,0
24484,LEOC,2936.0,17,GRE,0,0
24485,LEOS,3976.0,8,Asfalt,0,0
24486,LEPA,10728.0,06L,ASP,1,0
24487,LEPA,9842.0,06R,ASP,1,0
24488,LEPP,2.0,3,UNK,0,0
24489,LEPP,7241.0,15,ASP,1,0
24490,LEPZ,3346.0,14,ASP,0,0
24491,LERE,3264.0,12,ASP,0,0
24492,LERI,3077.0,7,ASP,1,0
24493,LERL,13123.0,10,concrete,1,0
24494,LERM,3281.0,1,ASP,0,0
24495,LERO,3937.0,4,ASP,0,0
24496,LERS,8054.0,7,ASP,1,0
24497,LERS,1117.0,12,GRE,0,1
24498,LERT,12106.0,10,ASP,1,0
24499,LESA,8202.0,3,ASP,1,0
24500,LESA,6594.0,8,GRE,0,0
24501,LESB,3281.0,5,ASP,0,0
24502,LESL,6069.0,2,ASP,0,0
24503,LESO,4780.0,4,ASP,1,0
24504,LEST,10499.0,17,ASP,1,0
24505,LESU,4396.0,3,ASP,1,0
24506,LETI,3280.0,5,ASP,0,0
24507,LETI,1969.0,05L,GRE,0,0
24508,LETL,9268.0,18,Asphalt,1,0
24509,LETO,12001.0,4,ASP,1,0
24510,LEVC,5394.0,4,ASP,1,0
24511,LEVC,8858.0,12,ASP,1,0
24512,LEVD,9843.0,5,ASP,1,0
24513,LEVD,2976.0,15,GRE,0,0
24514,LEVF,3281.0,8,ASP,0,0
24515,LEVT,11483.0,4,CON,1,0
24516,LEVX,7874.0,1,ASP,1,0
24517,LEXJ,7612.0,11,ASP,1,0
24518,LEZG,9843.0,12L,ASP,1,0
24519,LEZG,12198.0,12R,ASP,1,0
24520,LEZL,11024.0,9,ASP,1,0
24521,LF50,3150.0,7,ASP,0,0
24522,LF51,6562.0,17,ASP,0,0
24523,LF52,7874.0,5,ASP,1,0
24524,LFAB,2690.0,13,UNK,0,0
24525,LFAC,5036.0,6,ASP,1,0
24526,LFAD,2953.0,5,UNK,0,0
24527,LFAE,2953.0,5,UNK,0,0
24528,LFAF,3232.0,17,UNK,0,0
24529,LFAG,4560.0,9,PEM,0,0
24530,LFAI,3133.0,5,ASP,0,0
24531,LFAI,3133.0,6,ASP,0,1
24532,LFAJ,3281.0,4,UNK,0,0
24533,LFAK,0.0,7,UNK,0,0
24534,LFAL,4708.0,8,Grass,0,0
24535,LFAM,3000.0,6,grass,0,0
24536,LFAM,,17,UNK,0,1
24537,LFAO,3478.0,12,ASP,0,0
24538,LFAQ,7218.0,9,ASP,1,0
24539,LFAQ,3281.0,09R,Grass,0,0
24540,LFAS,2789.0,6,UNK,0,0
24541,LFAT,,6,UNK,0,1
24542,LFAT,6070.0,13,ASP,1,0
24543,LFAV,2051.0,7,GRS,0,0
24544,LFAV,5610.0,11,ASP,1,0
24545,LFAY,4265.0,12,ASP,1,0
24546,LFBA,7103.0,11,ASP,1,0
24547,LFBC,7900.0,6,ASP,1,0
24548,LFBD,10171.0,5,ASP,1,0
24549,LFBD,7923.0,11,ASP,1,0
24550,LFBE,7234.0,10,ASP,1,0
24551,LFBF,5906.0,12,ASP,1,0
24552,LFBG,7949.0,5,PEM,1,0
24553,LFBG,6152.0,9,MAC,1,0
24554,LFBH,7398.0,9,ASP,1,0
24555,LFBI,7710.0,3,ASP,1,0
24556,LFBK,6234.0,17,ASP,1,0
24557,LFBL,8202.0,3,ASP,1,0
24558,LFBM,11821.0,9,PEM,1,0
24559,LFBN,5774.0,7,ASP,1,0
24560,LFBO,9843.0,14L,ASP,1,0
24561,LFBO,11483.0,14R,ASP,1,0
24562,LFBP,8202.0,13,ASP,1,0
24563,LFBR,3609.0,12,ASP,1,0
24564,LFBS,2625.0,9,UNK,0,0
24565,LFBT,9843.0,2,ASP,1,0
24566,LFBU,5938.0,10,ASP,1,0
24567,LFBV,4593.0,14,ASP,1,0
24568,LFBX,5741.0,11,ASP,1,0
24569,LFBY,2625.0,8,UNK,0,0
24570,LFBZ,7382.0,9,ASP,1,0
24571,LFCA,2625.0,18,UNK,0,0
24572,LFCB,2625.0,1,UNK,0,0
24573,LFCC,4921.0,13,ASP,1,0
24574,LFCD,3281.0,13,Grass,0,0
24575,LFCF,2953.0,11,Paved,0,0
24576,LFCG,3609.0,16,ASP,0,0
24577,LFCH,,8,UNK,0,0
24578,LFCH,4593.0,08L,ASP,1,0
24579,LFCH,3871.0,08R,GRS,0,0
24580,LFCI,5118.0,9,ASP,1,0
24581,LFCJ,4495.0,14L,UNK,0,0
24582,LFCJ,4495.0,14R,UNK,0,0
24583,LFCK,5988.0,14,CON,1,0
24584,LFCL,3117.0,15,ASP,0,0
24585,LFCM,5577.0,14,ASP,1,0
24586,LFCN,2625.0,14L,UNK,0,0
24587,LFCN,3117.0,14R,UNK,0,0
24588,LFCO,3543.0,7,UNK,0,0
24589,LFCP,4101.0,13,UNK,0,0
24590,LFCQ,3166.0,10,ASP,0,0
24591,LFCR,6693.0,13,ASP,1,0
24592,LFCS,2625.0,3,UNK,0,0
24593,LFCT,3117.0,12,UNK,0,0
24594,LFCT,3117.0,16,UNK,0,0
24595,LFCU,4429.0,10,ASP,0,0
24596,LFCV,3363.0,13,UNK,0,0
24597,LFCW,3412.0,10,ASP,0,0
24598,LFCX,2953.0,10,UNK,0,0
24599,LFCY,4117.0,10,ASP,1,0
24600,LFCZ,3412.0,8,ASP,1,0
24601,LFDA,3281.0,12,ASP,0,0
24602,LFDB,3215.0,14,ASP,1,0
24603,LFDC,2559.0,16,UNK,0,0
24604,LFDE,2674.0,7,UNK,0,0
24605,LFDF,3937.0,10,UNK,0,0
24606,LFDG,3675.0,7,GRASS,0,0
24607,LFDH,4921.0,1,ASP,1,0
24608,LFDH,,18,UNK,0,0
24609,LFDI,3609.0,4,ASP,0,0
24610,LFDJ,4265.0,9,ASP,1,0
24611,LFDK,2526.0,14,UNK,0,0
24612,LFDL,2592.0,9,UNK,0,0
24613,LFDM,3937.0,11,ASP,1,0
24614,LFDN,7480.0,12,ASP,1,0
24615,LFDP,3281.0,10,UNK,0,0
24616,LFDR,3117.0,8,UNK,0,0
24617,LFDT,2723.0,8,UNK,0,0
24618,LFDU,2953.0,7,UNK,0,0
24619,LFDV,3494.0,2,UNK,0,0
24620,LFDX,2362.0,17,grass,0,0
24621,LFEB,2740.0,7,UNK,0,0
24622,LFEC,2733.0,6,UNK,0,0
24623,LFED,3675.0,10,ASP,1,0
24624,LFEF,2295.0,11,CONCRETE,0,0
24625,LFEF,2295.0,11L,grass,0,0
24626,LFEH,3330.0,6,ASP,0,0
24627,LFEI,2789.0,14,UNK,0,0
24628,LFEJ,2625.0,4,UNK,0,0
24629,LFEK,3018.0,11,UNK,0,0
24630,LFEK,3117.0,18,UNK,0,0
24631,LFEL,2625.0,4,UNK,0,0
24632,LFEM,3937.0,5,UNK,0,0
24633,LFEP,2789.0,3,UNK,0,0
24634,LFEQ,2625.0,11,UNK,0,0
24635,LFER,2756.0,5,UNK,0,0
24636,LFES,4921.0,3,ASP,1,0
24637,LFET,3445.0,2,UNK,0,0
24638,LFET,3412.0,11,UNK,0,0
24639,LFEU,3084.0,6,UNK,0,0
24640,LFEV,2821.0,07L,Unknown,0,0
24641,LFEV,2625.0,07R,UNK,0,0
24642,LFEW,2625.0,6,UNK,0,0
24643,LFEX,3215.0,18,UNK,0,0
24644,LFEY,1886.0,4,GRS,0,0
24645,LFEY,4035.0,14,ASP,1,0
24646,LFEY,,15,UNK,0,0
24647,LFEZ,3084.0,4,UNK,0,0
24648,LFEZ,3084.0,9,UNK,0,0
24649,LFEZ,3281.0,14,UNK,0,0
24650,LFFB,2625.0,10,UNK,0,0
24651,LFFC,2953.0,4,UNK,0,0
24652,LFFC,2953.0,12,UNK,0,0
24653,LFFD,3609.0,5,UNK,0,0
24654,LFFG,3609.0,5,UNK,0,0
24655,LFFH,3051.0,4,UNK,0,0
24656,LFFI,3937.0,7,ASP,1,0
24657,LFFK,3150.0,9,UNK,0,0
24658,LFFL,2559.0,8,UNK,0,0
24659,LFFL,2559.0,18,UNK,0,0
24660,LFFN,8038.0,10,CON,0,0
24661,LFFP,3740.0,7,UNK,0,0
24662,LFFQ,3281.0,11,UNK,0,0
24663,LFFR,2625.0,12,UNK,0,0
24664,LFFT,2559.0,1,UNK,0,0
24665,LFFU,2625.0,9,UNK,0,0
24666,LFFW,2953.0,7,UNK,0,0
24667,LFFZ,3117.0,06L,Unpaved,0,0
24668,LFGA,5282.0,1,ASP,1,0
24669,LFGB,3281.0,2,ASP,0,0
24670,LFGB,3674.0,02R,GRASS,0,0
24671,LFGC,2690.0,18,UNK,0,0
24672,LFGD,3018.0,14,UNK,0,0
24673,LFGF,3462.0,3,ASP,1,0
24674,LFGG,2592.0,4,UNK,0,1
24675,LFGG,3264.0,18,UNK,0,0
24676,LFGH,2657.0,12,UNK,0,0
24677,LFGI,2625.0,2,UNK,0,0
24678,LFGJ,7318.0,5,ASP,1,0
24679,LFGK,3510.0,8,ASP,0,0
24680,LFGL,3609.0,8,UNK,0,0
24681,LFGM,2953.0,9,UNK,0,0
24682,LFGN,1960.0,13,Turf,0,0
24683,LFGO,3281.0,14L,UNK,0,0
24684,LFGO,3281.0,14R,UNK,0,0
24685,LFGP,3543.0,07C,UNK,0,0
24686,LFGP,3675.0,07L,UNK,0,0
24687,LFGQ,2559.0,4,UNK,0,0
24688,LFGR,2953.0,8,UNK,0,0
24689,LFGS,2953.0,10,UNK,0,0
24690,LFGV,3281.0,2,UNK,0,0
24691,LFGW,3675.0,10,ASP,1,0
24692,LFGY,2854.0,7,UNK,0,0
24693,LFGZ,3182.0,12,UNK,0,0
24694,LFHA,2805.0,18L,grass - herbe  (planeur),0,0
24695,LFHA,2805.0,18R,grass - herbe  (avion),0,0
24696,LFHD,3937.0,18R,UNK,0,0
24697,LFHE,3068.0,6,UNK,0,0
24698,LFHI,2625.0,13,UNK,0,0
24699,LFHJ,2904.0,18,UNK,0,0
24700,LFHL,2953.0,4,UNK,0,0
24701,LFHN,2200.0,1,paved,0,0
24702,LFHO,4675.0,18,Paved,0,0
24703,LFHP,4570.0,15,Paved,1,0
24704,LFHP,3084.0,15R,Unpaved,0,0
